order_id,customer_id,order_date,product_id,product_name,product_price,quantity
44,26,2021-01-04,1921,Although Check,386.5,1
45,191,2021-01-04,1797,Also Management,61.0,2
46,288,2021-01-04,1337,Official Teach,335.08,1
47,48,2021-01-04,1965,Have Buy,47.25,9
48,282,2021-01-05,1506,Gas Service,414.43,9
49,235,2021-01-05,1842,Evening Or,152.49,9
50,83,2021-01-05,1666,Look Buy,84.43,7
51,67,2021-01-05,1492,Fight Result,61.94,3
52,200,2021-01-05,1240,Poor Field,299.24,5
53,47,2021-01-06,1844,Statement Peace,339.18,6
54,183,2021-01-06,1191,Good Wait,293.79,1
55,236,2021-01-06,1326,Within Door,464.89,6
56,60,2021-01-06,1592,Oil Office,247.31,8
57,5,2021-01-06,1077,Example Today,435.59,1
58,95,2021-01-06,1115,Risk Event,282.54,7
59,139,2021-01-06,1176,Less Visit,115.46,5
60,265,2021-01-06,1964,Marriage That,108.28,7
61,39,2021-01-06,1947,Today Report,390.81,4
62,233,2021-01-06,1474,Commercial Language,246.59,2
63,68,2021-01-06,1207,Fund Son,63.48,9
64,10,2021-01-06,1564,Small Remember,89.93,5
65,216,2021-01-06,1200,Various Pressure,454.57,7
66,172,2021-01-07,1498,Along Second,428.78,4
67,49,2021-01-07,1556,To Step,374.98,7
68,242,2021-01-07,1300,Step Shoulder,340.34,5
69,121,2021-01-07,1474,Remember Go,252.05,9
70,65,2021-01-07,1802,Each Why,18.72,6
71,267,2021-01-07,1358,Media Book,296.08,1
72,101,2021-01-07,1026,Throw Her,256.14,4
73,162,2021-01-07,1527,Beat Next,150.43,4
74,109,2021-01-07,1102,Woman Step,483.78,1
75,248,2021-01-07,1870,Read Ago,312.86,8
76,83,2021-01-08,1849,Push Develop,155.04,2
77,29,2021-01-08,1674,Article Agree,218.11,6
78,268,2021-01-08,1898,Back Buy,219.9,9
79,220,2021-01-08,1925,They Miss,158.13,9
80,166,2021-01-08,1228,Anyone Lose,351.59,5
81,59,2021-01-08,1701,Two Item,27.44,5
82,168,2021-01-08,1304,Land Small,443.48,8
83,256,2021-01-08,1756,Success Approach,367.81,7
84,128,2021-01-08,1558,Meet Light,25.73,1
85,255,2021-01-08,1064,Land Area,136.48,9
86,13,2021-01-08,1300,Step Shoulder,340.34,8
87,139,2021-01-08,1029,Along First,416.24,1
88,23,2021-01-08,1735,Economy Thing,489.59,6
89,230,2021-01-09,1115,Risk Event,282.54,9
90,112,2021-01-09,1673,Buy Future,216.82,2
91,278,2021-01-09,1068,Lot Knowledge,96.96,7
92,254,2021-01-09,1713,Attack Laugh,353.09,4
93,296,2021-01-09,1224,Do Road,380.95,5
94,42,2021-01-09,1227,Talk Week,306.62,6
95,196,2021-01-09,1228,Anyone Lose,351.59,7
96,293,2021-01-09,1164,Team Feeling,317.89,1
97,90,2021-01-09,1469,Than Put,378.71,9
98,39,2021-01-09,1330,Economy Performance,462.65,6
99,211,2021-01-09,1127,Anything Suffer,260.21,4
100,272,2021-01-09,1341,Laugh Each,393.53,7
101,30,2021-01-09,1884,Around Power,361.37,9
102,172,2021-01-09,1527,Beat Next,150.43,5
103,270,2021-01-09,1909,Decide Its,61.9,9
104,31,2021-01-09,1776,As Involve,34.54,1
105,86,2021-01-10,1793,Maybe Market,291.92,4
106,126,2021-01-10,1368,Although Across,51.23,6
107,109,2021-01-10,1898,Back Buy,219.9,1
108,45,2021-01-10,1301,Deal Month,316.11,1
109,111,2021-01-10,1237,Century Become,266.24,6
110,108,2021-01-10,1994,Believe Likely,153.29,8
111,200,2021-01-10,1272,White What,13.31,4
112,204,2021-01-10,1454,Significant Place,225.07,8
113,198,2021-01-10,1421,Number Name,12.35,2
114,122,2021-01-10,1564,Small Remember,89.93,1
115,244,2021-01-10,1111,Drive Early,263.47,3
116,150,2021-01-10,1553,Sound Authority,497.65,9
117,263,2021-01-10,1776,As Involve,34.54,5
118,45,2021-01-10,1925,They Miss,158.13,3
119,95,2021-01-11,1526,Indeed Ok,72.96,2
120,275,2021-01-11,1703,Under Break,126.62,5
121,76,2021-01-11,1501,Author Force,449.15,8
122,286,2021-01-11,1401,Soon Record,490.0,6
123,39,2021-01-11,1639,Tree Admit,227.41,7
124,12,2021-01-11,1107,Organization Sense,323.71,7
125,209,2021-01-11,1639,Tree Admit,227.41,7
126,76,2021-01-11,1686,Guy Add,396.15,4
127,184,2021-01-11,1391,Teach Tree,447.08,1
128,153,2021-01-11,1147,Across Language,421.35,9
129,128,2021-01-12,1214,Itself Live,144.58,2
130,275,2021-01-12,1214,Itself Live,144.58,3
131,39,2021-01-12,1164,Team Feeling,317.89,2
132,199,2021-01-12,1115,Risk Event,282.54,1
133,61,2021-01-12,1847,Size Education,69.97,8
134,295,2021-01-12,1618,Also Trip,472.18,2
135,225,2021-01-12,1309,Worker Hot,141.89,4
136,81,2021-01-12,1884,Around Power,361.37,6
137,292,2021-01-12,1666,Sometimes Election,94.24,9
138,17,2021-01-12,1819,Once Southern,220.85,2
139,78,2021-01-12,1227,Talk Week,306.62,2
140,81,2021-01-12,1835,Me Later,415.09,3
141,70,2021-01-12,1909,Decide Its,61.9,4
142,44,2021-01-12,1390,Wrong State,207.0,4
143,50,2021-01-12,1129,His Myself,179.04,4
144,237,2021-01-12,1077,Example Today,435.59,3
145,228,2021-01-13,1388,Maintain Themselves,486.22,8
146,224,2021-01-13,1826,Both Hair,349.44,4
147,188,2021-01-13,1583,So Community,225.67,8
148,62,2021-01-13,1411,Maintain Also,491.13,3
149,165,2021-01-13,1564,Small Remember,89.93,5
150,17,2021-01-13,1390,Wrong State,207.0,6
151,259,2021-01-13,1908,Remain Seat,43.73,7
152,102,2021-01-13,1475,Around Think,73.4,8
153,197,2021-01-13,1128,Pretty Behind,144.92,7
154,276,2021-01-13,1523,Perform Those,95.99,2
155,60,2021-01-13,1237,Century Become,266.24,9
156,6,2021-01-13,1837,Paper Generation,429.21,2
157,175,2021-01-13,1566,Feeling Carry,215.84,9
158,206,2021-01-13,1673,Buy Future,216.82,3
159,246,2021-01-13,1578,List Anyone,469.55,6
160,121,2021-01-14,1068,Four Benefit,490.78,3
161,14,2021-01-14,1200,Various Pressure,454.57,4
162,173,2021-01-14,1612,Again Fast,192.09,6
163,270,2021-01-14,1570,Maintain Task,436.45,4
164,275,2021-01-14,1569,Single Result,46.11,7
165,110,2021-01-14,1107,Organization Sense,323.71,1
166,56,2021-01-14,1391,Teach Tree,447.08,5
167,169,2021-01-14,1391,Teach Tree,447.08,4
168,278,2021-01-14,1267,Media Everyone,235.12,5
169,176,2021-01-14,1458,Way Finally,217.68,5
170,74,2021-01-14,1713,Thought Floor,108.16,1
171,107,2021-01-14,1443,President Choice,170.59,8
172,182,2021-01-14,1516,Save Religious,100.65,4
173,140,2021-01-14,1026,Throw Her,256.14,1
174,206,2021-01-14,1421,Feel Success,359.06,7
175,37,2021-01-15,1758,Its Now,228.27,7
176,274,2021-01-15,1501,Author Force,449.15,4
177,239,2021-01-15,1301,Now Leave,64.14,6
178,128,2021-01-15,1808,Stand Try,461.44,2
179,152,2021-01-15,1703,Under Break,126.62,6
180,291,2021-01-15,1304,Land Small,443.48,9
181,207,2021-01-15,1380,Recent Eight,154.76,4
182,298,2021-01-15,1699,Ball Top,194.82,9
183,45,2021-01-15,1391,Spend Deep,266.09,6
184,33,2021-01-15,1629,Soon Season,225.86,8
185,226,2021-01-15,1756,Success Approach,367.81,9
186,248,2021-01-16,1685,Grow Consider,16.8,5
187,275,2021-01-16,1776,As Involve,34.54,9
188,298,2021-01-16,1358,Media Book,296.08,9
189,280,2021-01-16,1191,Good Wait,293.79,9
190,129,2021-01-16,1649,Than Next,146.16,7
191,86,2021-01-16,1801,Determine Charge,194.76,8
192,79,2021-01-16,1355,Small Message,222.09,2
193,187,2021-01-16,1500,Never Wait,304.51,3
194,38,2021-01-16,1707,Cause Eight,429.9,7
195,189,2021-01-16,1699,Ball Top,194.82,7
196,14,2021-01-16,1346,Record Radio,187.67,8
197,213,2021-01-16,1735,Economy Thing,489.59,3
198,111,2021-01-16,1564,Small Remember,89.93,8
199,105,2021-01-16,1047,Black Court,275.79,5
200,71,2021-01-16,1477,Particularly Bring,171.65,6
201,90,2021-01-16,1835,Me Later,415.09,1
202,88,2021-01-16,1624,Discussion Personal,479.3,9
203,73,2021-01-16,1477,Particularly Bring,171.65,5
204,38,2021-01-17,1844,Statement Peace,339.18,8
205,94,2021-01-17,1564,Small Remember,89.93,2
206,295,2021-01-17,1523,Perform Those,95.99,6
207,186,2021-01-17,1227,Talk Week,306.62,1
208,264,2021-01-17,1662,Authority Nearly,193.7,6
209,191,2021-01-17,1358,Media Book,296.08,8
210,137,2021-01-17,1680,None International,476.27,8
211,1,2021-01-17,1547,Practice Husband,354.53,5
212,6,2021-01-17,1640,Perform Model,13.15,5
213,90,2021-01-17,1216,She Floor,334.11,8
214,196,2021-01-17,1710,Will Buy,203.06,2
215,148,2021-01-18,1965,Have Buy,47.25,7
216,76,2021-01-18,1496,Affect Special,189.05,2
217,29,2021-01-18,1666,Look Buy,84.43,3
218,78,2021-01-18,1267,Media Everyone,235.12,1
219,122,2021-01-18,1461,Course West,154.81,9
220,35,2021-01-18,1583,City Mention,160.55,2
221,86,2021-01-18,1443,President Choice,170.59,8
222,239,2021-01-18,1035,Marriage Must,324.68,9
223,122,2021-01-18,1833,Mother Amount,179.86,8
224,243,2021-01-19,1925,They Miss,158.13,4
225,149,2021-01-19,1543,Character Likely,301.39,2
226,199,2021-01-19,1200,Mr Call,356.57,9
227,198,2021-01-19,1624,Discussion Personal,479.3,2
228,185,2021-01-19,1607,Ten Scientist,420.66,6
229,268,2021-01-19,1374,Move Clearly,50.22,4
230,146,2021-01-19,1802,Each Why,18.72,5
231,175,2021-01-19,1068,Off Democratic,68.47,1
232,80,2021-01-19,1222,Effort Stuff,92.97,5
233,291,2021-01-19,1391,Teach Tree,447.08,9
234,49,2021-01-19,1222,Effort Stuff,92.97,4
235,143,2021-01-19,1713,Thought Floor,108.16,3
236,179,2021-01-19,1835,Me Later,415.09,6
237,165,2021-01-19,1120,Final Yard,299.52,5
238,97,2021-01-19,1164,Team Feeling,317.89,2
239,161,2021-01-19,1713,Thought Floor,108.16,5
240,148,2021-01-19,1304,Land Small,443.48,8
241,114,2021-01-19,1358,Media Book,296.08,2
242,144,2021-01-19,1143,Name Ability,126.24,8
243,95,2021-01-19,1496,Rule Body,331.33,3
244,288,2021-01-19,1368,Although Across,51.23,3
245,81,2021-01-19,1191,Good Wait,293.79,8
246,292,2021-01-20,1728,Computer Hot,68.96,1
247,79,2021-01-20,1947,Today Report,390.81,4
248,50,2021-01-20,1458,Way Finally,217.68,9
249,259,2021-01-20,1492,Fight Result,61.94,3
250,62,2021-01-20,1214,Itself Live,144.58,5
251,47,2021-01-20,1808,Stand Try,461.44,4
252,42,2021-01-20,1382,Affect Nor,39.09,2
253,254,2021-01-20,1808,Stand Try,461.44,8
254,222,2021-01-20,1570,Maintain Task,436.45,5
255,182,2021-01-20,1950,Wall Ground,374.71,2
256,145,2021-01-20,1240,Poor Field,299.24,6
257,184,2021-01-20,1909,Decide Its,61.9,3
258,243,2021-01-20,1016,Also Policy,40.15,3
259,150,2021-01-20,1358,Media Book,296.08,5
260,52,2021-01-21,1583,So Community,225.67,4
261,240,2021-01-21,1123,Member Become,321.58,4
262,222,2021-01-21,1461,Safe Game,478.11,5
263,216,2021-01-21,1143,Name Ability,126.24,9
264,144,2021-01-21,1523,Perform Those,95.99,7
265,257,2021-01-21,1309,Worker Hot,141.89,7
266,12,2021-01-21,1758,Its Now,228.27,4
267,88,2021-01-21,1691,Political Arm,249.77,4
268,154,2021-01-21,1421,Feel Success,359.06,3
269,88,2021-01-21,1640,Perform Model,13.15,4
270,237,2021-01-21,1237,Century Become,266.24,2
271,33,2021-01-21,1026,Throw Her,256.14,2
272,208,2021-01-22,1326,Within Door,464.89,5
273,159,2021-01-22,1523,War Team,237.51,1
274,155,2021-01-22,1523,War Team,237.51,9
275,246,2021-01-22,1216,She Floor,334.11,4
276,279,2021-01-22,1489,Gun Before,179.8,9
277,189,2021-01-22,1206,Change Receive,457.41,6
278,231,2021-01-22,1126,Could Store,465.99,9
279,164,2021-01-22,1207,Fund Son,63.48,4
280,24,2021-01-22,1604,Newspaper Easy,266.05,9
281,237,2021-01-22,1856,For Right,397.6,6
282,85,2021-01-22,1947,Development Collection,422.43,5
283,43,2021-01-22,1793,Maybe Market,291.92,5
284,118,2021-01-22,1699,Ball Top,194.82,6
285,19,2021-01-22,1216,She Floor,334.11,4
286,152,2021-01-22,1184,Production The,165.08,3
287,127,2021-01-22,1003,So Base,345.46,7
288,43,2021-01-22,1484,Unit Share,291.17,3
289,142,2021-01-23,1847,Size Education,69.97,4
290,91,2021-01-23,1803,Senior Event,13.72,2
291,250,2021-01-23,1639,Tree Admit,227.41,1
292,246,2021-01-23,1479,News Happen,113.71,3
293,246,2021-01-23,1523,War Team,237.51,6
294,12,2021-01-23,1703,Here Science,449.8,4
295,48,2021-01-23,1803,Senior Event,13.72,6
296,154,2021-01-23,1382,Affect Nor,39.09,4
297,239,2021-01-23,1068,Four Benefit,490.78,8
298,235,2021-01-23,1341,Smile Speech,249.38,2
299,51,2021-01-23,1115,Risk Event,282.54,6
300,10,2021-01-23,1129,His Myself,179.04,3
301,245,2021-01-23,1240,Poor Field,299.24,6
302,126,2021-01-23,1793,Maybe Market,291.92,9
303,61,2021-01-23,1411,Maintain Also,491.13,3
304,297,2021-01-23,1703,Here Science,449.8,2
305,61,2021-01-23,1961,Garden Officer,142.98,4
306,114,2021-01-23,1582,Author Plant,431.76,9
307,61,2021-01-23,1592,Oil Office,247.31,3
308,148,2021-01-24,1200,Mr Call,356.57,6
309,290,2021-01-24,1100,Whole Positive,58.83,8
310,50,2021-01-24,1200,Various Pressure,454.57,1
311,129,2021-01-24,1356,Draw Spend,138.11,8
312,50,2021-01-24,1432,Matter Last,266.82,5
313,22,2021-01-24,1819,Once Southern,220.85,6
314,225,2021-01-24,1983,Care Employee,145.62,9
315,33,2021-01-24,1199,Building Effect,431.59,9
316,55,2021-01-24,1492,Fight Result,61.94,4
317,93,2021-01-24,1411,Maintain Also,491.13,6
318,260,2021-01-25,1856,For Right,397.6,1
319,232,2021-01-25,1047,Room Nor,129.05,2
320,75,2021-01-25,1120,Final Yard,299.52,1
321,64,2021-01-25,1154,Your Relationship,89.73,4
322,146,2021-01-25,1559,Trial Anyone,75.2,8
323,99,2021-01-25,1680,None International,476.27,5
324,170,2021-01-25,1346,Record Radio,187.67,7
325,171,2021-01-25,1803,Senior Event,13.72,3
326,201,2021-01-25,1698,Miss Training,169.47,3
327,72,2021-01-25,1703,Under Break,126.62,1
328,152,2021-01-25,1698,Several State,262.26,3
329,281,2021-01-25,1432,Matter Last,266.82,8
330,101,2021-01-25,1698,Miss Training,169.47,4
331,192,2021-01-25,1884,Around Power,361.37,6
332,273,2021-01-25,1115,Risk Event,282.54,9
333,60,2021-01-26,1578,List Anyone,469.55,2
334,35,2021-01-26,1533,Commercial Enjoy,147.74,6
335,163,2021-01-26,1107,Organization Sense,323.71,8
336,80,2021-01-26,1516,Stay Kitchen,88.23,3
337,119,2021-01-26,1391,Teach Tree,447.08,1
338,267,2021-01-26,1494,Ten Really,138.48,9
339,228,2021-01-26,1566,Feeling Carry,215.84,2
340,105,2021-01-26,1939,Street Chance,152.59,5
341,41,2021-01-26,1983,Care Employee,145.62,9
342,9,2021-01-26,1143,Name Ability,126.24,5
343,39,2021-01-26,1276,Food However,485.66,8
344,45,2021-01-26,1698,Several State,262.26,8
345,216,2021-01-26,1353,Red Knowledge,98.69,6
346,228,2021-01-27,1152,Consumer Various,196.75,5
347,170,2021-01-27,1386,Brother Sit,280.11,6
348,20,2021-01-27,1068,Mrs Style,438.37,8
349,104,2021-01-27,1341,Laugh Each,393.53,6
350,270,2021-01-27,1077,Example Today,435.59,2
351,69,2021-01-27,1547,Practice Husband,354.53,8
352,9,2021-01-27,1787,Situation Third,437.51,4
353,237,2021-01-27,1411,Maintain Also,491.13,6
354,54,2021-01-27,1353,Red Knowledge,98.69,7
355,50,2021-01-27,1341,Smile Speech,249.38,6
356,177,2021-01-28,1120,Final Yard,299.52,8
357,259,2021-01-28,1207,Fund Son,63.48,4
358,14,2021-01-28,1673,Give Radio,122.51,3
359,158,2021-01-28,1113,Message Body,17.71,7
360,38,2021-01-28,1077,Example Today,435.59,7
361,160,2021-01-28,1368,Although Across,51.23,9
362,296,2021-01-28,1608,Yourself Say,301.54,3
363,28,2021-01-28,1267,Media Everyone,235.12,9
364,204,2021-01-28,1583,City Mention,160.55,3
365,180,2021-01-28,1870,Read Ago,312.86,1
366,211,2021-01-28,1976,Little Analysis,243.35,2
367,262,2021-01-28,1371,Evidence Down,463.93,3
368,203,2021-01-28,1543,Character Likely,301.39,9
369,198,2021-01-28,1240,Poor Field,299.24,9
370,100,2021-01-28,1200,Mr Call,356.57,1
371,249,2021-01-28,1421,Number Name,12.35,1
372,195,2021-01-28,1206,Change Receive,457.41,3
373,52,2021-01-28,1851,Attack Power,26.99,7
374,129,2021-01-28,1496,Affect Special,189.05,7
375,123,2021-01-28,1936,Decade Office,314.83,4
376,32,2021-01-28,1293,Bank Paper,126.56,6
377,89,2021-01-28,1489,Gun Before,179.8,4
378,163,2021-01-28,1330,Economy Performance,462.65,9
379,183,2021-01-28,1608,Yourself Say,301.54,2
380,113,2021-01-28,1615,Suffer Expert,231.81,9
381,263,2021-01-28,1154,Your Relationship,89.73,6
382,105,2021-01-29,1713,Attack Laugh,353.09,1
383,167,2021-01-29,1068,Mrs Style,438.37,7
384,194,2021-01-29,1029,Along First,416.24,8
385,162,2021-01-29,1950,Wall Ground,374.71,4
386,10,2021-01-29,1972,Establish Service,407.15,1
387,9,2021-01-29,1454,Significant Place,225.07,8
388,50,2021-01-29,1300,Step Shoulder,340.34,9
389,232,2021-01-29,1388,Maintain Themselves,486.22,2
390,208,2021-01-29,1164,Team Feeling,317.89,8
391,259,2021-01-30,1833,Mother Amount,179.86,5
392,4,2021-01-30,1421,Number Name,12.35,8
393,99,2021-01-30,1523,Perform Those,95.99,9
394,34,2021-01-30,1523,Perform Those,95.99,2
395,202,2021-01-30,1567,Family Throughout,144.24,4
396,131,2021-01-30,1077,Example Today,435.59,8
397,288,2021-01-30,1699,Ball Top,194.82,3
398,221,2021-01-30,1786,Building Both,71.43,7
399,144,2021-01-30,1965,Have Buy,47.25,7
400,48,2021-01-30,1898,Back Buy,219.9,6
401,73,2021-01-31,1326,Within Door,464.89,7
402,243,2021-01-31,1516,Save Religious,100.65,3
403,147,2021-01-31,1583,City Mention,160.55,1
404,244,2021-01-31,1819,Once Southern,220.85,9
405,110,2021-01-31,1787,Situation Third,437.51,3
406,116,2021-01-31,1432,Matter Last,266.82,6
407,271,2021-01-31,1674,Article Agree,218.11,8
408,271,2021-01-31,1909,Decide Its,61.9,9
409,253,2021-01-31,1547,Practice Husband,354.53,5
410,172,2021-01-31,1146,Collection Investment,261.32,5
411,140,2021-01-31,1801,Determine Charge,194.76,2
412,11,2021-01-31,1047,Black Court,275.79,1
413,194,2021-02-01,1421,Feel Success,359.06,7
414,38,2021-02-01,1558,Meet Light,25.73,9
415,57,2021-02-01,1773,Environmental At,412.62,5
416,64,2021-02-01,1143,Name Ability,126.24,8
417,223,2021-02-01,1523,Perform Those,95.99,9
418,179,2021-02-01,1358,Media Book,296.08,3
419,58,2021-02-01,1421,Feel Success,359.06,3
420,298,2021-02-01,1421,Number Name,12.35,3
421,248,2021-02-01,1047,Room Nor,129.05,1
422,58,2021-02-01,1021,Certainly Full,371.58,4
423,163,2021-02-01,1494,Ten Really,138.48,1
424,60,2021-02-01,1654,House Week,269.23,7
425,26,2021-02-01,1416,Season Account,341.99,3
426,61,2021-02-01,1673,At And,233.57,2
427,115,2021-02-01,1199,Building Effect,431.59,3
428,284,2021-02-01,1164,Team Feeling,317.89,8
429,221,2021-02-01,1732,Statement Voice,133.63,3
430,268,2021-02-01,1578,List Anyone,469.55,8
431,295,2021-02-02,1077,Example Today,435.59,7
432,224,2021-02-02,1001,Six Image,173.49,8
433,255,2021-02-02,1833,Mother Amount,179.86,6
434,199,2021-02-02,1176,Less Visit,115.46,4
435,106,2021-02-02,1618,Also Trip,472.18,4
436,253,2021-02-02,1527,Beat Next,150.43,2
437,226,2021-02-02,1126,Could Store,465.99,9
438,198,2021-02-02,1786,Detail Statement,406.42,1
439,20,2021-02-02,1102,Woman Step,483.78,1
440,263,2021-02-02,1673,Give Radio,122.51,5
441,65,2021-02-02,1068,Lot Knowledge,96.96,1
442,108,2021-02-02,1068,Lot Knowledge,96.96,9
443,51,2021-02-02,1569,Single Result,46.11,3
444,236,2021-02-02,1355,Small Message,222.09,2
445,28,2021-02-02,1797,Also Management,61.0,5
446,48,2021-02-03,1224,Do Road,380.95,3
447,19,2021-02-03,1214,Itself Live,144.58,1
448,151,2021-02-03,1016,Also Policy,40.15,4
449,204,2021-02-03,1346,Record Radio,187.67,6
450,141,2021-02-03,1516,Save Religious,100.65,8
451,3,2021-02-03,1068,Lot Knowledge,96.96,3
452,39,2021-02-03,1673,At And,233.57,8
453,139,2021-02-03,1134,Business Beat,312.22,1
454,171,2021-02-03,1143,Name Ability,126.24,1
455,200,2021-02-03,1199,Building Effect,431.59,3
456,164,2021-02-03,1607,Ten Scientist,420.66,3
457,280,2021-02-03,1416,Season Account,341.99,5
458,2,2021-02-03,1330,Economy Performance,462.65,4
459,61,2021-02-03,1523,War Team,237.51,4
460,37,2021-02-03,1477,Particularly Bring,171.65,6
461,154,2021-02-03,1801,Determine Charge,194.76,9
462,203,2021-02-03,1547,Practice Husband,354.53,3
463,115,2021-02-03,1607,Ten Scientist,420.66,8
464,122,2021-02-03,1301,Now Leave,64.14,8
465,267,2021-02-03,1556,To Step,374.98,6
466,201,2021-02-03,1516,Save Religious,100.65,7
467,45,2021-02-04,1698,Miss Training,169.47,8
468,48,2021-02-04,1276,Food However,485.66,4
469,113,2021-02-04,1547,Practice Husband,354.53,3
470,32,2021-02-04,1819,Once Southern,220.85,5
471,157,2021-02-04,1847,Size Education,69.97,6
472,191,2021-02-04,1143,Think Sing,234.82,5
473,81,2021-02-04,1847,Size Education,69.97,1
474,206,2021-02-04,1787,Situation Third,437.51,1
475,187,2021-02-04,1443,President Choice,170.59,1
476,227,2021-02-04,1047,Room Nor,129.05,5
477,215,2021-02-04,1303,Event Outside,430.59,7
478,135,2021-02-04,1698,Several State,262.26,4
479,296,2021-02-04,1353,Red Knowledge,98.69,5
480,126,2021-02-04,1484,Unit Share,291.17,4
481,100,2021-02-04,1756,Success Approach,367.81,6
482,42,2021-02-04,1224,Do Road,380.95,3
483,138,2021-02-04,1583,City Mention,160.55,7
484,163,2021-02-05,1776,As Involve,34.54,9
485,202,2021-02-05,1022,Apply Value,117.85,9
486,278,2021-02-05,1461,Safe Game,478.11,4
487,161,2021-02-05,1094,Couple Than,298.78,9
488,169,2021-02-05,1346,Record Radio,187.67,8
489,238,2021-02-05,1703,Here Science,449.8,6
490,151,2021-02-05,1758,Its Now,228.27,5
491,180,2021-02-05,1413,Production Remain,481.25,4
492,135,2021-02-05,1972,Establish Service,407.15,1
493,114,2021-02-05,1965,News Both,205.63,9
494,283,2021-02-05,1380,Recent Eight,154.76,6
495,261,2021-02-05,1735,Economy Thing,489.59,9
496,120,2021-02-05,1152,Consumer Various,196.75,6
497,37,2021-02-05,1640,Perform Model,13.15,1
498,220,2021-02-05,1489,Gun Before,179.8,1
499,129,2021-02-05,1161,Whom Think,227.09,5
500,163,2021-02-06,1707,Cause Eight,429.9,8
501,194,2021-02-06,1842,Evening Or,152.49,5
502,136,2021-02-06,1382,Affect Nor,39.09,3
503,207,2021-02-06,1380,Recent Eight,154.76,4
504,85,2021-02-06,1355,Small Message,222.09,6
505,40,2021-02-06,1666,Look Buy,84.43,8
506,149,2021-02-06,1673,At And,233.57,5
507,280,2021-02-07,1994,Believe Likely,153.29,2
508,69,2021-02-07,1618,Also Trip,472.18,8
509,150,2021-02-07,1640,Perform Model,13.15,9
510,170,2021-02-07,1731,Manager Since,35.54,6
511,261,2021-02-07,1803,Senior Event,13.72,6
512,259,2021-02-07,1380,Recent Eight,154.76,3
513,111,2021-02-07,1686,Guy Add,396.15,6
514,125,2021-02-07,1237,Century Become,266.24,8
515,264,2021-02-07,1786,Detail Statement,406.42,7
516,62,2021-02-07,1276,Food However,485.66,7
517,101,2021-02-07,1909,Decide Its,61.9,5
518,63,2021-02-07,1924,Physical Hospital,250.49,6
519,96,2021-02-08,1624,Discussion Personal,479.3,5
520,241,2021-02-08,1356,Draw Spend,138.11,9
521,49,2021-02-08,1035,Marriage Must,324.68,7
522,264,2021-02-08,1120,Final Yard,299.52,9
523,270,2021-02-08,1461,Safe Game,478.11,2
524,141,2021-02-08,1029,Along First,416.24,3
525,227,2021-02-08,1582,Author Plant,431.76,8
526,207,2021-02-08,1776,As Involve,34.54,5
527,156,2021-02-08,1803,Senior Event,13.72,6
528,85,2021-02-08,1786,Detail Statement,406.42,6
529,128,2021-02-08,1199,Building Effect,431.59,2
530,194,2021-02-08,1710,Will Buy,203.06,6
531,10,2021-02-08,1115,Risk Event,282.54,8
532,30,2021-02-08,1100,Whole Positive,58.83,6
533,196,2021-02-08,1976,Little Analysis,243.35,6
534,28,2021-02-09,1556,To Step,374.98,7
